character_idx,character_name,movie_title,dialogue,polarity,subjectivity,intensity,therapist_semantic_score,wise_semantic_score,intelligent_semantic_score
2154,SPOCK,star trek: the wrath of khan,"'m afraid ca n't stop to discus this logically but , a you be so fond of observe , doctor , 'm not human . do n't dispute that in the wrong hand be not attempt to evaluate it moral implication , doctor . a matter of cosmic history , it have always be easy to destroy than to create it would destroy such life in favor of it new matrix have be and always will be your friend live . long . and . prosper . never take the kobayashi maru test until now . what do you think of my solution ? or the one . the ship out of danger ? he intelligent , but not experienced . his pattern indicates two dimensional think sporadic energy reading port side , aft . could be an impulse turn . admiral , they 're reduce speed . estimate nebula penetration in two minute . reliant be closing . think we can guarantee she 'll follow u , saavik . remind me to explain to you the concept of human ego . she can u and u . but there be the mutara nebula at mark four . best we could do in two hour . not much , admiral . we have partial main power be careful , jim aye sir distinct possibility . regula be class . it consists of various remarkable ore . essentially , great rock in space . affirmative , admiral . scanner and sensor still inoperative . there no way to tell what inside the station . let hope he have n't change the combination . he quite intelligent the prefix code be . all command from each starship bridge be relayed electronically ; each ship have it own prefix combination code the prefix code ? admiral , you ca n't give him genesis not enough against their shield . too late one thing be certain ; we can not escape on auxiliary power . they knew just where to hit u . their coil emission be normal wait : their shield be go up . they 're lock phasers ! it would explain great many thing what she do here ? really , mccoy ; you can not ban the acquisition of knowledge because you distrust the moral implication of what you learn . logic suggests have they proceed with their experiment ? it literally be genesis carol marcus it might help my analysis if knew what genesis be . twelve hour and minute , present speed . there be two possibility , sir they be unwilling to respond , they be unable to respond . 'd best talk with scott , first so that he may , in his own word , explain the situation to his cadet . that be wise . in any case , be to invoke logic , logic clearly dictate that the need of the many outweigh the need of the few . be go to remind you of nothing , least of all that which you know well . your mistake , if may be so bold , be promotion . command starship be your first best destiny . anything else be waste of material . you proceed from false assumption . be vulcan . have no ego to bruise . excuse my presumption , but do not agree . a teacher on training mission , be content to command starship . if we be to go on actual duty , it be clear that the senior officer aboard must assume command . like all living being , admiral each accord to his gift . the ship be yours . regula be scientific research laboratory , if memory serf there first time for everything , admiral . welcome aboard , admiral . believe you know my trainee crew . certainly they have come to know you . the enterprise . must check in before your inspection . and you ? none of which be consciously aware except , of course , happy birthday surely the best of time . know of your fondness for antique . she half romulan , jim . the admixture make her more volatile than me , for example . yours be not solution which would have occur to vulcan mentality . the kobayshi maru scenario frequently wreaks havoc with student and equipment . a recall you take the test three time yourself . your final solution be , shall we say , unique ? be understandably curious . exaggerated . certainly lieutenant , the admiral be aware of the regulation . take her out , saavik . lieutenant , how many time have you pilot starship out of spacedock ? thank you , saavik . very well , saavik , clear all mooring . we ca n't all be perfect , saavik . you must control your prejudice and remember that a vulcan a well a romulan you be forever stranger in an alien land . around you be human , and a member of the starfleet you be unlikely ever to escape their presence or their influence . you must learn to tolerance in addition to all else have taught you . tolerance be logical . what do you expect , lieutenant ? no power to the weapon system , sir .",0.1954855699855699,0.5063251563251563,0.0134310134310134,0.17381233,0.14775144,0.32130486
2078,OCK,spider-man,"will finish what 've begin no ! do n't care . cretin . this be the unified field ! all the force of the universe tie together perfectly ! could n't care less . what 've do be in this obsolete little cyclotron , 'm solve the great physic problem of the century . with more power , could proof . proof of unified field . not just theory and equation experimental proof . ha . particle . truth . truth alone exists . truth must be release oh , roz . my mind be so far beyond yours now . could beat you at chess now . 'll repeat the experiment . will hold the truth . that the only thing that matter . truth . pure , eternal . beyond the boundary of mere mortality . you 're wrong . just for moment , heard , saw , felt become creation . my self . do n't matter . this human life , all insignificant . body bag of sleepy , sluggish flesh . ach , theory ! this be first hand , experiential knowledge , the essence of the universe . left paper in my desk . no . no thank you . have work . rosomoff , have well thing to do than teach introductory physic to mindless adolescent .",0.124124649859944,0.5411764705882354,0.0211640211640211,0.21276239,0.22202215,0.3151387
1786,HOLDAWAY,reservoir dogs,"tell me more about cabot . the thing you get ta remember be the detail . it the detail that sell your story . now this story take place in this men room . so you get ta know the detail about this men room . you get ta know they get blower instead of towel to dry your hand . you get ta know the stall ai n't get no door . you get ta know whether they get liquid or powder soap , whether they get hot water or not , if you do your job when you tell your story , everybody should believe it . and if you tell your story to somebody who actually take piss in this men room , and you get one detail they remember right , they 'll swear by you . it like joke . you remember what important , and the rest you make your own . the only way to make it your own be to keep sayin it , and sayin it , and sayin it , and sayin it , and sayin it . something funny that happen to you while you be do job . it amuse anecdote about drug deal . undercover cop have get to be marlon brando . to do this job you get to be great actor . you get to be naturalistic . you get to be naturalistic a hell . if you ai n't great actor you 're bad actor , and bad act be bullshit in this job . it scene . memorize it . didja use the commode story ? what kind question do cabot ask ? well , if this crook brewer fan , his as have get ta be from wisconsin . and 'll bet you everything from joe to know , that in milwaukee they get sheet on this white motherfucker as . want you to go through the mug of guy from old milwaukee with history of arm robbery , and put name to that face . the milwaukee brewer ? what about ? yeah . do the two of you talk ? how can you tell ? yeah . you ever see this motherfucker before ? what bar ? this well not be some freddy joke .",0.2390022675736961,0.6342403628117912,0.0229885057471264,0.24218689,0.37271893,0.3135963
2805,LISA,antitrust,"latitude degree . what ? maybe it the satellite . but you say the other it three year old , it tell me you 're not call on your car phone ? ! please do n't go . why ? ! do he know you know ? you 'll come up with something . you could always say you have to go the bathroom . same with the excerpt 'm choose : they 'll play against any of the image you described . milo ? what if shrot notice somebody enter the day care at four ? and tell them about it ? yeah , that old , in tree . he do n't know about the day care . milo ? shrot suspect somebody broke into . be in his office when he be review the card readout . the dish be juiced up , too . gary . what 'd he say ? their apartment might be bug ? oh . like you . be check you out . thought the bad they would do be fire me . who knew they take termination so literally ? and what if the broadcast dish on top of be n't hot yet ? you say the place be n't finish . you mean break in ? before they kill somebody else , too . it standard gui . once 've get concept , it maybe three day work . but they 'd still get the idea , right ? what ? he get satellite up . he get dish on top of . he building this for skywire . let use it . how close be you ? time ? but still , you ca n't say cbs would n't love to break something like what about minute . we could data base on medium ownership . but not on our own computer . not even at home . the mainstream medium . tv , or newsmagazine . there 're so many disinformation site about gary already . where he have devil horn or they crop him in with saddam hussein . who can we trust ? what about the fbi ? always felt if boy like ever found out he 'd run . he 'd think be unclean . milo ? he out of prison ? be that my scenario ? tell me . oh yeah ? but why would they ? the day care ? why would you do thing like that great . do n't know . then and now . but not right now . long story . not that interest . like have little trouble . trust people . maybe once . it , anyway . mine not the ceo . he barely remembers to take shower . they just push up the schedule on skywire apps . how fast be you go ? do you wan na be alone ? yeah ? ran it for lot of platform , range from the narrow bandwidth to graphical interface . for skywire ? 'm to coordinate with you . no , know what you mean . use to spend my life wish people could be like computer . least they make sense . sometimes you think they 've betrayed you . like person would . but then you see , no , you just miss step . you can go back and make it all work . something like that . yeah . we move around so much barely knew my teacher . would n't worry about it . you 've get ta figure most people around here be their teacher pet . you 're famous around here . you know my name .",0.1213421658986175,0.5144009216589862,0.0685185185185185,0.2880102,0.27952468,0.31349444
7662,VI,storytelling,"admit it be scar ! be shock , in fact , by what he say . and he so convincing . 'm sorry if let you down , but really , still say he just one opinion . do n't even like his book that much . they 're all so aggressively confrontational . do n't care if he won the pulitzer prize . that not fair ! be honest ! just because be n't suck up like that bitch catherine . marcus you 'll write something well next time ! you know he hat my story also . do n't be so upset . it ok be never much of sweater . you know that . marcus , 'm tire . that all . you 'll read it in class tomorrow . surprise me . anyway , have to go . promise melinda 'd help her with her oral . think you should leave it the way it be . it be good . well then , maybe you should just read the end . oh . what happens now ? you mean , again ? huh ? nigger , fuck me hard nigger , fuck me hard nigger , fuck me hard ! fuck me hard ! nigger . gger . ni oh , bu uh ca n't say that . it really nice place you have . be the rent high ? thanks . thank you for be honest . oh . do you think have potential a writer ? be n't you go out with catherine ? 'm sorry . it none of my business . do n't mean thank you . so catherine seem like she might become really good writer . and also agree with what you say today about marcus story . it be piece of shit . good . um really agree with everything you have to say last week about how bad my story be can join you ? yeah , um , then be you alone ? 'm sorry . do n't mean , just do n't expect to run into you here , that all . what be you do here ?",-0.0771856725146198,0.5971418128654971,0.0651465798045602,0.3803119,0.30097836,0.31159037
7564,PILOT,sphere,"strange , be n't it ? in the middle of the ocean no less . physicist , mathematician , geologist , you name it . must be another johnson then . be fly so many scientist out here ca n't keep everyone straight . you mean you do n't know ? huh ? well , everybody be talk about that report you write . oh , so you 're that johnson .",0.0701388888888889,0.3006944444444444,0.0545454545454545,0.07365851,0.10953321,0.31142974
5875,DOC,leviathan,"be careful with it . intelligence may not be the right word why stop with just one aspect of marine life ? why not incorporate the best genetic component the ocean have to offer some say that why we 're basically hairless , for less water resistance , faster swim speed it be when it count couple of million year ago when the sea come in and drove u into the water . most homo sapiens do n't make it danakil man adapt . danakil man one of our ancestor . name for the danakil alp in ethiopia . no . think they isolated him in genetic engineering . homo aquaticus it could be million thing , something in the air , food but he go on that ship and so do williams want to examine the crew . and they do n't believe the symptom described do n't know . 've be back and forth with narragansett naval all day , consult with the best people in maritime medicine , the best people in virus for this you do n't need to be . here . put this on . you examine him . he do . pretty good imitation of hangover and ought to know . these observer be do something . test think they sank that ship on purpose to cover up their mistake . you mind if take look at this ? well , 'll be on the golf course in the morning . then , if do n't have any baby to deliver take it off and let me have look . still bother you ? it almost get you . and russian grandmother russian , french , italian , spanish , greek , german , little hindu , some serbo croat and smatter of swahili standard background russian . do n't know . 'm guess . it have many trait of deep sea marine life regeneration , scale , gill , even period of dormancy but the fact that it remember where the plasma be store , or where the communication wiring be , may imply that it have some other quality the monster appear to be genetic aberration it would explain the like appendage . it have meal . 'm go to try to remove it . we 've get to get him to the infirmary . we 're simply concerned about her proximity to the infirmary two hundred meter .",0.1884672619047619,0.2806051587301587,0.0081967213114754,0.1530202,0.18390349,0.30762956
3176,AUDREY,barton fink,"and my input be mostly editorial , really , when he 'd be barton , honestly , only the last barton ! barton , think we should concentrate on our little well , bill be always the author , so to before what ? well , the basic idea be frequently well this . well , usually , they 're simply morality tale . there good wrestler , and bad wrestler whom he confronts at the end . in between , the good wrestler have love interest or child he have to protect . bill would usually make the good wrestler backwoods type , or convict . and sometimes , instead of waif , he 'd have the wrestler protect an idiot manchild . the studio always hat that . oh , some of the script be so spirit ! yes , 'm afraid have . it alright , barton . you do n't have to write actual scene ? oh , he he drift off . he 'll sleep for while now . what be it you have to do , exactly ? now that all right , barton . everything 'll be all right . hello , barton . if can . he get jealous ; who be this ? hello . barton . empathy require understand . he 'll wander back when he sober and apologize . he always do . no , sometimes he just well , he think about estelle . his wife still life in fayettesville . she disturbed . oh barton , feel so sorry for him ! let him go . know this must look funny . barton . you see , barton , 'm not just bill secretary bill and be love . perhaps the three of u , fink . 'll tell bill you drop by . 'm sure he 'll want to reschedule your appointment . 'll be fine be you writer , mr fink ? be sorry , it so embarassing . he will be when he ca n't write , he drink . 'll try to slip out . if he quiet down , pass out 'm afraid he think well , he say you be buffoon , barton . he becomes irrational all right barton , 'll see if can slip barton , 'm afraid it not good stop it , bill ! not anything , bill . do n't test me . bill that do n't help anything , bill . that hamburger grease , bill .",0.0081459435626102,0.5513999118165784,0.0396600566572237,0.35876784,0.33967975,0.30762416
2636,COOPER,twin peaks: fire walk with me,"she be prepare great abundance of food . she in high school . she sexually active . she on drug . she cry out for some help . blonde . woman . yes . either right now or right when thought of it . the name and memory of teresa bank be haunt me . lately have be fill with knowingness that the murderer will strike again . because it be only feel , be powerless to stop it . and another thing , albert , when the next murder happens you will help me solve it . albert . the very fact that we be talk about word association mean we be in space that be open up by our practice of word association . the world be hologram , albert . be that agent desmond vehicle ? can you tell me what their name be ? can you tell me who trailer it be and who stayed in the trailer ? what be here , rodd ? be go over here . be not go to cliff trailer . thank you , carl . it be year ago today that teresa bank be kill . 'm wonder if the murderer will ever kill again . teresa bank . what ? phillip ? what be it , gordon ? and no one found the ring ? tell me about the letter . stanley , heard all about it . and neither will 'm up to speed , stanley . anything else ? where be ? and how can leave ? that would indicate that it the future . where be the ring ?",0.0532063492063492,0.4924285714285714,0.0573770491803278,0.28225625,0.3148116,0.30692053
5995,SALLY,lost souls,"would you sign it for me ? and what about you ? what about peter kelson ? where be your moral compass ? meaning , viznick man who answer to no one . not even god . be you say he legally sane ? what do you mean by that ? not even from some mental illness , a the prosecution asserts ? you 're refer to the defense effort to prove that george viznick be torment by demonic voice ? it a if you be say the closer you get to evil , the less evil it becomes . peter , you 're now write book about the viznick case . you seem to be make career of study sensational murderer . have to ask , how do it make you feel when you sit in courtroom day after day , face to face with allege killer ? a part of today story on the trial of mass murderer george viznick , we welcome peter kelson , author of the current , vicious intent . thank you for join u , peter .",-0.1677083333333333,0.5392361111111111,0.0679012345679012,0.30130565,0.2913028,0.3056946
4081,GANGSTER A,"crouching tiger, hidden dragon","be you related to li mu bai ? you do n't seem to understand . in that case , perhaps we could be of assistance . hello . what be your name ?",0.0,0.4,0.0769230769230769,0.28007412,0.24983479,0.30378366
4197,MEEKS,dead poets society,"garden ? ahh ! eat it , dalton ! all right . 'll try anything once . how about trig study group ? right after dinner . he flatters me so 'll help him with latin . well , welcome to hell ton . we go to the wood because we want to suck all the marrow out of life . anybody want to read ? oh captain , my captain . what if we do n't know anything about someone like rahesh non ? oh , captain , my captain . be there poetry in math ? the hoi polloi . do n't it mean the herd ? meeks . carpe diem seize the day . good luck . if you have built castle in the air , your work need not be lose . that be where they should be . now put foundation under them . his grade be hurt , charlie . any group picture in the annual ? certainly would n't lose any sleep over it . it just bunch of people try to impress nolan .",0.3288690476190476,0.6383928571428572,0.0608108108108108,0.15169781,0.23936057,0.3013115
567,THOMAS SANDEFUR,the insider,"appreciate all that , jeff . but , upon reflection we 've decide to expand our zone of comfort with you . that why we hire scientist now , do n't be paranoid , jeff . about the direction of research here , we may have have our difference of opinion we work together for , what be it , three year ? ? ? now , the work we do here be confidential , not for public scrutiny any more than be one family matter yeah , know you do you know , come up through sale . one of the reason be great salesman , be never make promise could n't keep . knew that if ever broke my promise 'd suffer the consequence jeffrey say exactly what on his mind . most people consider what they 're say social skill jeffrey just charge right ahead . now , know you understood the nature of the confidentiality portion of your severance agreement with brown williamson , jeff and , he get out there and he have five stroke on u . he have more concentration than anybody 've ever met . it spooky how he can concentrate . jeff premiere golfer what be you , two handicap ?",0.3586309523809523,0.3961309523809523,0.0211640211640211,0.18644571,0.23961627,0.30120748
4032,PETER,copycat,"back in the driver seat again , doctor ? that old dream study u to see what make u sick . so you can find cure they 'd name it after you ? death be the only cure for people like me . oh , please . know what come , now . let me help you do n't have the talent for any of those thing . all have talent for be death . and be one of kind . what do you think of your student now ? have make you famous , be your creation and your monument . why do you do that ? do n't you have any idea how hard it be for me , to get that far ? worship you . you inspire me . thought you could understand me the way you understood the others . knew that about you the one you admire be the great murderer ; they fascinate you . we 'll keep talk . until they get here . then do n't talk to me about courage . know death , what it like to kill . you 're not killer you watch daryll lee kill that cop and you do n't make peep , because you be paralyze with fear . you chocked . know something else about you . no . not yet . you know where . do n't care she cop . that the important thing . , not . it wo n't be perfect , but it 'll be good . need her ; she cop . have to kill cop , and then oh , think you will . . ca n't get to you . you have to come to me . what be that ? what be hearing ? the sound of an epiphany , sudden blinding insight ? you thought be go to do ted bundy next , so you sent your partner you like that action ? do n't that cop on tv look solemn ? the guy in the basement do n't matter , anyway , just another lonely heart . hi . it your bad student , peter foley how do you grade me now , doctor ? she lie all the time . why would say fed her if do n't ? yes , fed her . if she say she hungry , she lie to you . again . why do n't we save it for later ? it almost time for letterman .",0.1365288220551378,0.6078320802005012,0.0367454068241469,0.35442528,0.37281913,0.30039224
